,Produktnamn,Registreringsnummer
3983,Bionim,4210
3984,Nemablom,4386
3985,NEMAblom,4386
3986,NEMAgräs,4385
3987,NEMAjordgubb,4385
3988,NEMArhododendron,4385
3989,NEMAväxthus,4386
3990,Candit,4211
3991,Linogard A,4685
3992,Bromard,4684
3993,Antotal,4682
3994,Harmony 75 DF,3794
3995,MD Myggdeo konc,4678
3996,ÄTTIX Kraft,4072
3997,Anticimex Mot Insekter,3874
3998,Anticimex Mot Råttor och Möss,3721
3999,Anticimex Mot småkryp,3924
4000,Antifouling Seaquantum FB,4676
4001,Super ättika 1 + 1 mot ogräs,4675
4002,Permex E,3638
4003,Zalem,4673
4004,Cymex Puder,3924
4005,Värna Ogräsmedel Konc,4095
4006,Värna Ogräsmedel Spray,4096
4007,Baygon Insektspray,4375
4008,Radar by Raid Myrdosa,4621
4009,NemaBug,4385
4010,BIM MC 4946,4021
4011,Perfekt Grundolja,4525
4012,Teldor WG 50,4339
4013,Auriplak,4350
4014,Gori pres 10,3976
4015,Mentor,4308
4016,Radar By Raid Myrdosa Extra,4665
4017,Topflor,4110
4018,GORI professional vattenbaserad träimpregnering,4663
4019,Cuprinol Träskydd,4166
4020,Finalsan Moss Effekt,4657
4021,KVK META,4173
4022,MyggA Fästingservett,4558
4023,Chipco Green 75 WG,4544
4024,Rovral 75 WG,4433
4025,Autan Family Milk,4315
4026,Tilt 250 EC,3572
4027,Autan Family Fästingspray,4653
4028,Sencor,3020
4029,Interspeed 617,3897
4030,Saniren,4056
4031,Fenix,4123
4032,Plug & Stop,4569
4033,Partner,4111
4034,Tramat 50 SC,3846
4035,Autan Active Aerosol,4312
4036,Autan Active Lotion,4310
4037,Autan Active Pumpspray,4314
4038,Autan Active Stift,4313
4039,Autan Family Creme,4311
4040,Skrämma vilt S,4554
4041,BASF MCPA 750,3345
4042,Boracol 10 Rh,3632
4043,Boracol 10 Rh Prof,3869
4044,Boracol 10-2Bd,4644
4045,Boracol 20,3563
4046,Confidor WG 70,4455
4047,MyggA Natural Roll-on,4640
4048,MyggA Natural Spray,4639
4049,MyggA Natural Stick,4591
4050,Apron XL 350 ES,4362
4051,Racumin råttgift,3727
4052,BorX,4631
4053,Skrämma vilt,4548
4054,Amistar Duo,4642
4055,Acrobat MZ,4201
4056,Acrobat WG,4201
4057,Genuin Grundolja Trä,3977
4058,Arelon Flytande,3519
4059,Baycor 25 WP,3605
4060,Agita 1 GB,4638
4061,Aqua Kem Green,4034
4062,Harmony Class 50 WG,4403
4063,Dividend 030 FS,4482
4064,Dividend Formula M,4482
4065,Flystar Insektsspray för Häst och Nöt,4500
4066,Verdys,4457
4067,Betanal Classic,4355
4068,Comet,4583
4069,Fiesta T,4087
4070,Nissorun,3826
4071,TopGun Koncentrat,4095
4072,TopGun Spray,4096
4073,Amistar,4219
4074,Anticimex Difenakum Konc,3716
4075,Anticimex Difenakum Konc 0.5,4249
4076,Bromadiolon NA Konc,3635
4077,Fungazil 75 SL,4225
4078,Impuls EC 500,4405
4079,Myr Effekt,4283
4080,Racumin Pasta K,4393
4081,Rått Rent,4050
4082,Rått-o-mat,3454
4083,Aako Guazatine 350 LS,4632
4084,"Ecoval No. 1 Mot Ogräs, färdig att använda",4443
4085,"Ecoval No. 1 Mot Ogräs, koncentrat",4442
4086,Nemalogic,4387
4087,Stoppar sorgmyggor,4386
4088,Praestacid PE 35,4627
4089,Praestacid PE15,4626
4090,Rainforest light,4590
4091,Ogräsättika 24%,4076
4092,TAP TAP mosquito coil,4619
4093,Bio Kombi Garden Line Gräsmattegödsel mot mossa,4616
4094,Bacara,4542
4095,Cougar,3963
4096,Prelude 20 LF,4611
4097,Mille White SE,4369
4098,Beckers Träskydd,4117
4099,Beckers Träskydd Grön,3805
4100,Agita 10WG,4606
4101,Skeetal WP,4430
4102,TWI,4603
4103,Effekt Myrdosa,4294
4104,Ros Effekt Spray,4287
4105,Candit,4211
4106,Gori 11 trägrund,4602
4107,NALCO 74746,4547
4108,Spud-Nic Groddstopp,4600
4109,Bestå Grundolja trä,4526
4110,Baygon Myrpulver,4363
4111,Baygon Myrspray,4543
4112,OFF! Aqua,4131
4113,Amistar,4219
4114,Trilux 33 Superyacht 800 Tin Replacement Antifouling,4594
4115,Timbor,4067
4116,Fenix,4123
4117,Baymat Rosenspray,3690
4118,Baytroid Trädgård,3866
4119,Premice Gel,4469
4120,Responsar 125 SC,4114
4121,Stroller Kombi MCPA,3940
4122,Conserve,4511
4123,Chemtec ogräsborttagning,4073
4124,Myrr 100 Plus,4102
4125,Myrr C,3665
4126,Starycide 480 SC,4431
4127,Hypex,4255
4128,MUSDO GOLD,4588
4129,Aphilin,4160
4130,Cryptolaemus-System,4240
4131,Cryptor,4484
4132,Enphyto,4330
4133,Ervitor,4485
4134,Macrator,4483
4135,ROV-MIX,4391
4136,Rovral 500 FS,4439
4137,Spidex T,4172
4138,Tripsrovtaege,4585
4139,Bioganic Crawling and Flying Insect Killer,4584
4140,Moddus 250 EC,4140
4141,Moddus M,4140
4142,Maxforce Faraomyrmedel,4244
4143,BioProduction Hypoaspis miles,4255
4144,Gusathion WP,2280
4145,Hempel's Antifouling Globic 81900,4427
4146,Hempel's Antifouling Globic 81920,4426
4147,Hempel's Antifouling Globic 81950,4495
4148,Busan 881,4577
4149,Baygon Master,4474
4150,Flystar Auriplak flugbrickor,4350
4151,Weibulls mot sork,4554
4152,Basagran MCPA,3122
4153,Clinic 360 SL,4378
4154,Volaton granulat,2770
4155,Amistar,4219
4156,Jotun Industri Systemgrunning,4459
4157,Metafol SC 700,4237
4158,Ally 20 DF,3706
4159,Astix MP,3768
4160,Betanal Classic SC,4112
4161,Bladafum,2846
4162,Butisan S,3595
4163,ECO-plugg,4023
4164,Ethosan,4299
4165,Expand Plus,3687
4166,Fungazil A,4057
4167,Gräsgödsel Moss med mossmedel,4181
4168,Gräsmattegödsel mot mossa,4085
4169,Herbasan,3879
4170,Kobra Rax Råttgift Eko,4567
4171,Meothrin 10 FW,3956
4172,Mergal WP 1 CS,3882
4173,Moss Rent,3707
4174,Nya PW Viltskydd,4323
4175,Ogräsättika 10 %,4098
4176,ÖRTEX MCPA 750,3247
4177,RAMBO,4254
4178,RAMBO SPRAY,4242
4179,Roundup Dry,3939
4180,Roundup S,4037
4181,Sigmarine Antifouling,3948
4182,Stopper Bio,4364
4183,Tedion V 18 emulsion,2153
4184,Tolkan SC,4428
4185,Topogard 500 FW,3864
4186,Tribunil,2439
4187,Tropical,3884
4188,Plug and Stop,4569
4189,Epok 600 EC,4361
4190,Spectrum RX7816,3943
4191,Spectrum RX7844,3947
4192,Roundup Quick,4562
4193,TRIM KOMBI,3946
4194,TRIM MOSS,4181
4195,Baycor spray,3690
4196,Bayleton Special,3288
4197,Benasalox Flytande,3779
4198,Betanal Classic,4355
4199,Decis Micro,4307
4200,Dipterex SL,2281
4201,Fajt Flugspray,4274
4202,Kemifam Classic,4356
4203,Lumiz,4022
4204,Montur FS 190,4289
4205,Panther,4217
4206,Permasect Plus,3564
4207,"Responsar 2,5 SC",4467
4208,Sibutol LS,3799
4209,EcoMar 2000,4556
4210,Revira Avskräckningsmedel Borderline,4553
4211,Terpal,3539
4212,Bröderna Nelson Myrdosa,4294
4213,OFF! Djungelgel,4130
4214,Butisan Star,4139
4215,Gori 920 LX,3782
4216,Gori Aquaperm koncentrat,3777
4217,Gori vac TH 92,3975
4218,Gori vac TL 93,4046
4219,Radar by Raid Myggspiral,4413
4220,Astix DP,3769
4221,Beckers Grundolja,3977
4222,Impregnerande Grundolja 90,3977
4223,GRENE Museblokke,4083
4224,Fennosan GL 10 B,4409
4225,Fennosan GL 24 B,4421
4226,Ogräsrent,4272
4227,Myacide S-1,3988
4228,Radar by Raid Myrspray,4543
4229,Celcure E41-600,4541
4230,Nalco 74718,4195
4231,Boracol 40,3545
4232,BENAC 50,4533
4233,Basilit KD,4531
4234,Kill-it Flugspray,3531
4235,P70 Kemtoavätska,4529
4236,CELL'LINK A,4512
4237,CELL'LINK B,4400
4238,Celltox GA,4126
4239,DESIROX,4463
4240,Dilurit CS 46,4021
4241,AgroBioNet InsectControl,4524
4242,Wolmanit CP 067,4527
4243,Myggstopp-olje,4520
4244,Myggstopp-spray,4521
4245,Piror 824 Slimicide,4256
4246,Piror Slimicide 850,3961
4247,Aquate,4515
4248,Flügger Triconol,4061
4249,Unix 75 WG,4305
4250,MT-Kreosotolie,4035
4251,Aeroxon Flugremsa,4293
4252,Aeroxon Mot myror & silverfisk,4301
4253,Alficron Plus,3594
4254,Anticimex Snip Myrmedel,4042
4255,Fajt,4246
4256,Flugsvalan,4468
4257,Flystar Ezeepour-on,4349
4258,SNIP,3824
4259,Snip Myrmedel,4041
4260,Praestacid GA 24,4513
4261,Praestacid GA 50,4514
4262,Celcure DB25,4510
4263,Myggolf Spray,4509
4264,Herbasan SC,4112
4265,Kemifam SC,4112
4266,Alcro Träskydd,3132
4267,Antifouling Sargasso AL KNM,4223
4268,Antifouling Seaguardian,4318
4269,Antifouling Super Tropic,3895
4270,Busan 30 L,3457
4271,Celest 025 FS,4392
4272,Cevex Vår,3608
4273,Cevex Vår 400,3773
4274,Exponyl Träskydd,4117
4275,Fabi Skeppsmask,4398
4276,Forbel 750 EC,3614
4277,Fungaflor 50 SL,4251
4278,Hempel's Antifouling Classic S 7611,4185
4279,Hempel's Antifouling Nautic 7190,3898
4280,Interclene BCA 400-serie,3896
4281,Interspeed Extra BWO 500 Röd,3931
4282,Interspeed Premium Antifouling Black (BWO 992),4296
4283,Interviron BQA 100-serie,3897
4284,Mille Dynamic,4369
4285,Panoctine 35,3141
4286,Panoctine 400,3752
4287,Ros 1,2677
4288,Seatender 10,4228
4289,Shiranami - Vit Våg,4079
4290,Sigmaplane Ecol Antifouling,4008
4291,Valtti Grundolja,3977
4292,VC Prop-o-Drev,3914
4293,Vitavax 200,4281
4294,Yacht Classic S,4183
4295,Kerb FLO 500,3997
4296,Stoppar myror Spray,4348
4297,Busan 77,3072
4298,Agritox Dry,4507
4299,RB 86,4322
4300,Celcure AC 800,3691
4301,Preventol P-72 N,3084
4302,Apron 200 LS,3699
4303,Beret 050 FS,4163
4304,Beret Combi 100 FS,4280
4305,Dividend 030 FS,4482
4306,Dividend 37.5 LS,4279
4307,Promet 400 CS,3983
4308,Promet F 400 CS,3982
4309,Ridomil MZ 63 WP,3537
4310,Tilt Gel,3949
4311,Warosit 317,4496
4312,Aphi-line e,4497
4313,Dac-line s,4499
4314,Hypo-line m,4498
4315,Warostat 3317,4496
4316,Hempel's Antifouling Globic SP-ECO 81950,4495
4317,Maximus,4486
4318,Recop,3816
4319,Intersmooth 360 Ecoloflex,4480
4320,Intersmooth 460 Ecoloflex,4479
4321,Ogräsättika Y 24%,4076
4322,Myggolf Rollon,4477
4323,Myggolf Servett,4478
4324,Apistan,3951
4325,Radar by Raid Gel Refill,4476
4326,Radar by Raid Mobil Myggvakt,4475
4327,Sonja Kempes Mygg- och Knottolja,4473
4328,Avans Premium,4472
4329,Bio Ogräsättika 12%,4074
4330,Bio Ogräsättika Y 12%,4075
4331,Facett Ogräsättika,4072
4332,Ogräsättika 12 %,4098
4333,Radar by Raid Myrdosa,4273
4334,Weed Stop,4438
4335,Goltrix F1,4173
4336,Valtti Color Satin,3561
4337,Bactiva Toavätska,4470
4338,Hempel's Antifouling Globic SP-ECO 81920,4426
4339,Warostat 3247,4462
4340,Demand CS,4203
4341,Anticimex Borosekt,3930
4342,Anticimex insektsbete,4285
4343,Avans,3854
4344,Avans 440,3855
4345,Birlane Granulat,2173
4346,Etotal Ekto,4161
4347,Etotal Ekto K,4235
4348,Exhibit F27,4383
4349,Exhibit G25,4382
4350,Family Black Coil,4291
4351,Family Mosquito Repellent Sticks,4292
4352,Kemifam Flow,3938
4353,Lexus Class 50WG,4425
4354,OFF! Creme,4132
4355,OFF! Myggservetter,4133
4356,OFF! Roll-on,4129
4357,Pyrethrum Insektsspray,3841
4358,Radar by Raid Elektrisk Myggbekämpare,4198
4359,Radar insektsspray,3809
4360,Raid Myrdosa,4273
4361,Sektivap Flugpenna,3642
4362,Stoppar Myror,4284
4363,Stopper,3942
4364,Titus 25 DF,4124
4365,Larvicide Bio,4364
4366,Butinox Industrigrunning Konsentrat,4459
4367,Celbor,3692
4368,Rentokil ACB,4006
4369,Rentokil CCA Typ C,3894
4370,Rentokil CCA typ C 60 %,4020
4371,Rentokil CCB 90,3843
4372,Rentokil DB,4193
4373,Rentokil P 50,3210
4374,Rentokil P-vac,4107
4375,Goliath,4173
4376,Weibulls Stoppar myror Spray,4454
4377,Aztec,4366
4378,Barnon Plus,3347
4379,Ambly-line cu,4445
4380,Aphi-line c,4446
4381,Dig-line l,4448
4382,Encar-line f,4452
4383,Macro-line c,4451
4384,Phyto-line p,4450
4385,Thero-line p,4449
4386,Acrobat MZ,4201
4387,Arsenal 250,4028
4388,Fastac,3705
4389,Phosdrin 25,2563
4390,Stomp,4359
4391,Aphido-line a,4447
4392,GRIPEN BIO SEPT,4389
4393,Jobber Saneringsvätska,3685
4394,Sanitex-septik,4250
4395,UNI-CLEAN Saneringsvätska,4055
4396,DeLaval Fly Spray,4282
4397,Hempel's Antifouling Globic SP-ECO 81900,4427
4398,Dow Antimicrobial 7287 DPG,4422
4399,NALCO 74739,4423
4400,Trävärn,3107
4401,Campa Green,4417
4402,Praestacid BR 20,4415
4403,Praestacid DN 20,4416
4404,Dow Antimicrobial 7287,3232
4405,Protectol GDA,4409
4406,EK MCPA 750,4032
4407,KVK MCPA 750,3226
4408,ÖRTEX MCPA 750,3952
4409,Fabi Bottenfärg,4398
4410,Nopcocide ENA-453,4396
4411,Nemasys,4384
4412,En-Franko,4377
4413,Busan 1130,2114
4414,SWAT,4220
4415,IDE Insektsmedel,4374
4416,OFF! Mygg- och Knottspray,4372
4417,Radar by Raid Myggpinnar,4373
4418,Bio-Stop mot sork,4370
4419,Insect Stop,3954
4420,Preventol P-109,3610
4421,Preventol P-72,3084
4422,Miljöflugans parasitstekel,4192
4423,Entomite,4207
4424,SPUD NIC Groddstopp,3926
4425,Tolkan Flo,3556
4426,Apollo SC,3842
4427,Aventis MCPA,3865
4428,Busan 1202,4053
4429,Busan 94,4236
4430,Chevalet,4065
4431,Fortin 10,4105
4432,Fortin 20,4267
4433,GREEN VIKING,3958
4434,Karate 2.5 EW,3834
4435,Kemifam Pro FL,4058
4436,MyggA våtservetter,4182
4437,Nopcocide ENA-312,3967
4438,Nopcocide H125,4258
4439,Pirimor G,3262
4440,Preventol Microbiocide P-109,3610
4441,Preventol Microbiocide P-72,3084
4442,Puma Super,3929
4443,Resistol,4059
4444,Rov flugan,4101
4445,Rovral 96 DS,4325
4446,Rovral Aqua,4142
4447,Rovral Flo,3575
4448,Scanmax Bio-3,3818
4449,Substral bladlusspray N,3817
4450,Substral plant pin,3337
4451,Tanalith E,3969
4452,Tolkan WG,4264
4453,UNI-CLEAN SKY,4104
4454,Xylamon Träskydd,3788
4455,Dudustop,4364
4456,Baygon Myrpulver,4363
4457,Radar by Raid Myrpulver,4363
4458,SweDane Betasana 2000,4303
4459,Jablo,4354
4460,Hempel's Antifouling Nautic SP-ACE 79031,4353
4461,Totex flytande koncentrat,3935
4462,Totex flytande spray,3936
4463,Topas C 50 WP,3751
4464,NIM Schampo,4344
4465,Encrypto,4331
4466,OFF! Myggljus,4345
4467,Kotrine Flow,3867
4468,Kotrine Träskydd,3797
4469,Hempel´s Antifouling Mille Alu 71601,4340
4470,Hempel's Antifouling Nautic SP-ACE 79051,4141
4471,Maximus,4328
4472,Renons,4324
4473,Weibulls Stoppar Ohyra 2000,4321
4474,Raid Elektrisk Myggbekämpare,4198
4475,Snip Extra,4245
4476,Phaltan 500 FW,3764
4477,Starane 400 EW,4179
4478,Hempex Sanér,4167
4479,Betanal Progress,4113
4480,Betasana SC,4303
4481,Seaflo 15,4227
4482,Benlate,2773
4483,Topas Garden,4066
4484,Nitor Råttgift,2536
4485,Anticimex Warfarin-Lösning,2538
4486,Antifouling Seaconomy S2,4229
4487,Antifouling Seamate FB 30,4297
4488,Antifouling Seamate SB 33,4080
4489,Antifouling Seavictor 40,4011
4490,Antifouling Seavictor 50,3901
4491,Antifouling Super Tropic-F,4137
4492,Hempel's Antifouling Nautic HI 7690,4141
4493,Injecta CCP,3890
4494,Injecta CKB Flytande,3889
4495,Injecta K-33-C (50%),4298
4496,Intersmooth BFA 230-serie,3906
4497,Interswift BKA 040-serie,3904
4498,Interviron Super,3933
4499,Interviron Super BQO 405,4003
4500,Kemwood ACQ,4120
4501,Sigmaplane HB Antifouling,3903
4502,Rizolex 10 Puder,3661
4503,Baytroid 050 EC,3723
4504,Folar 460 SC,3776
4505,Start,3891
4506,Zenit 62.5 GL,4119
4507,V P - Antifouling,3918
4508,Yacht Classic S II,4184
4509,Primasan,4278
4510,Gori 920 L,3782
4511,Flexidor 500 SC,4165
4512,Odörlös,3958
4513,KVK Arelon Flytande,3519
4514,Weibulls MossVäck,3880
4515,Duplosan DP/MCPA,3735
4516,Event,4222
4517,Wolmanit CX-832,4090
4518,Daracide 7815,4051
4519,Nalco 7634,3968
4520,Betz Slime-Trol RX-98 E,3984
4521,Shiranami II - Vit Våg,4084
4522,Minopius,4253
4523,Opimix,4252
4524,P 70 Kem-toavätska,4134
4525,Funguran-OH 300 SC,3868
4526,95SWE029,3979
4527,Volvo Penta Antifouling,4247
4528,Basilit B 85,3767
4529,Equs - Flugspray för tävlingshästar,4015
4530,Aphi-line c,4206
4531,Blattanex Foxim myrdosa,4238
4532,Kvick Down 360,4017
4533,Anticimex Metylbromid,3193
4534,Ambly-line cu,4145
4535,Aphido-line a,4154
4536,Dig-line I,4151
4537,Encar-line f,4157
4538,Macro-line c,4127
4539,Phyto-line p,4159
4540,Thero-line p,4128
4541,Glean 20 DF,3592
4542,OPTICA Diklorprop,3758
4543,Stomp SC,3831
4544,Fungazil 100 SL,3877
4545,ipitox me,3950
4546,Rhône-Poulenc MCPA,3865
4547,Ogräs Rent,4063
4548,Vitavax 400,4199
4549,cycocel plus,3250
4550,Perstorps Ogräsättika,4073
4551,gardoprim 500 fw,3550
4552,Mira Fly Repellent,4143
4553,Tiguvon spot-on 10 % för katt,3695
4554,Tiguvon spot-on 20 % för hund,3696
4555,Tiguvon spot-on 20% maxi för hund,3704
4556,Bayer Mercaptodimetur 50,3242
4557,Bayleton Lack,3520
4558,betanal of,3792
4559,octave,4169
4560,Æblerovmider,4216
4561,Typex,4215
4562,Hypex,4208
4563,Notrac Blox,4202
4564,Ogräs Rent - bruksfärdig,4197
4565,Etotal Puder K,2823
4566,Sonja Kempes Mygg- och knottolja,4162
4567,Flügger Grundolja,4180
4568,Scanimp KF,4194
4569,Le Fant Antifouling Silk-Finish Pow,4190
4570,Demidex Mygglösning,3812
4571,Demidex Myggservett,3770
4572,Demidex Myggstift,3811
4573,pano-ram 37 fs,3593
4574,Hydobor A,4108
4575,Hydrofob rötskyddspasta,4109
4576,Alcro Träskydd Brun,3135
4577,Alcro Träskydd Färglös,3132
4578,Exponyl Träskydd Brun,3804
4579,Exponyl Träskydd Färglös,4117
4580,3-Bas,3944
4581,Valtti Color,3385
4582,Valtti Color Extra,3561
4583,Le Fant Antifouling Silk - Finish O,4044
4584,Le Fant Antifouling Silk - Finish P,4043
4585,ogräs rent - bruksfärdig,4064
4586,Seajet 033 SW,4078
4587,Seajet 033 SW White,4077
4588,Topsin Fl,3666
4589,ABS 33,3941
4590,Antifouling Alusea,4092
4591,Antifouling Seaconomy S1,4082
4592,Antifouling Seamate HB 33 S2,4081
4593,Cruiser Superior,3917
4594,Fabi Bottenfärg,3910
4595,Hard Racing K,3996
4596,Hard Racing V,3913
4597,Hempel's Antifouling Classic 7634,3899
4598,Interspeed 2000,3915
4599,Micron,3945
4600,Mille Alu,3923
4601,Mille Alu S,3995
4602,Mille Dynamic K,3994
4603,Mille Dynamic V,3919
4604,MPX,3916
4605,Penguin Durahart,3912
4606,Penguin Non Stop,3989
4607,Penguin Racing,3911
4608,Penguin Racing Ostkust,3990
4609,VC 17 m Ostkustkvalitet,3920
4610,VC 17 M Västkustkvalitet,3908
4611,VC 17 Original,3907
4612,VC Offshore,3922
4613,Betz Slime-Trol RX-68,3883
4614,Betz Slime-Trol RX-115,3971
4615,Betz Slime-Trol RX-136,3972
4616,Betz Slime-Trol RX-2209,4033
4617,Betz Slime-Trol RX-77E,4000
4618,Daracide 7804,4052
4619,Limex Hundshampo Koncentrat,4176
4620,mossrent combi,3881
4621,Busan 1332,4168
4622,stefes isoproturon 500,4135
4623,oftanol em,3807
4624,sportak 45 hf,3708
4625,Amblyseius system,4148
4626,cuprinol grundolja,4144
4627,netrex af,4138
4628,Applaud 25 WP,4136
4629,aliette,3647
4630,nomix,3992
4631,ramrod flytande,3461
4632,roundup 165,3649
4633,roundup spray,3650
4634,Kreosotolja,3087
4635,Sektivap Myrpenna,3749
4636,maxforce faraomyrmedel,3973
4637,maxforce kackerlacksmedel,3974
4638,kemiron flow,3955
4639,partner,4047
4640,Canitex,2020
4641,Dermocan Hund- och kattschampo,2322
4642,Aqua Kem Bio,3744
4643,Anticimex klorpyrifos,3088
4644,ronilan fl,3629
4645,Entomax rovflugor,4100
4646,spira,3439
4647,Pyrex Pumpspray,3505
4648,addit 500,4086
4649,gräsgödsel moss,3986
4650,Nopcocide ENA-453,4069
4651,eptam,2954
4652,ekamet 50 ec,3743
4653,ratak,3833
4654,ethrel 100,3312
4655,us 622 mygglotion III,3858
4656,betamat sc,4062
4657,644 Triconol Grön,4061
4658,Slimex SP 40,3713
4659,betanal progress of,4029
4660,Tanalith CCA oxid typ C,3489
4661,Tanalith CCA Pasta,3391
4662,Tanalith CCP,4009
4663,vacsol,3009
4664,vacsol ewr 23,3848
4665,Busan 1289,4054
4666,Rentokil A/C 33,3328
4667,harmony m,3795
4668,terminator metylbromid,3462
4669,busan 30,3759
4670,Fennosan A 40,3814
4671,Fennosan P 72,3876
4672,Nopco 26-S,3621
4673,Nopcocide ENA-253,3847
4674,moss-stopp,4049
4675,expand,3612
4676,fungaflor,3701
4677,superfarm,3016
4678,metasystox r 100,3601
4679,Duoex,3405
4680,Duoex Air,3765
4681,harmony extra 75 df,3802
4682,Injecta K-33-C,3888
4683,afalon sc,3781
4684,arelon df,4010
4685,cyclodan emulgerbar,2827
4686,wolf-geräte mossborttagare med gräs,4027
4687,kvick down 400,4016
4688,biogrön mossa,4013
4689,vitanal mossa,4014
4690,rodatek 10%,3981
4691,yacht classic II,4004
4692,Injecta A Flytande,4007
4693,avans 495,3934
4694,basagran 480,3123
4695,Doratid,3840
4696,Cindu Creosote Oil,3167
4697,aquanti rentosol 30,3686
4698,gori vac tl,3844
4699,Kemira CCA BS,3851
4700,Kemwood KCP pasta,3741
4701,Rentokil A oxid typ C,3875
4702,Tanalith CBC pasta,3729
4703,Tanalith CC oxid 3416,3853
4704,anticimex warfarin-majsbete k,3722
4705,anticimex-warfarin-majsbete,2603
4706,rentosol,3303
4707,delan sc 750,3778
4708,PW Rotenon,3991
4709,rentokil celbor a,3985
4710,hempel's yacht classic,3921
4711,gesatop 4 strö,2376
4712,pokon växtspray n,3822
4713,celbrite m,3819
4714,vc 17 m,3909
4715,defence kombi 300,3964
4716,celcure m(p)/cb(p),3960
4717,defence 300 sl,3892
4718,etotal-puder,3830
4719,avenge 150 l,3180
4720,kerb,3201
4721,roundup garden,3927
4722,lontranil,3839
4723,avadex 480,2333
4724,certrol trippel-p,3786
4725,certrol-p,3785
4726,marshal 5 g,3698
4727,interswift tin free bto 540-serie,3932
4728,hempel's antifouling classic 7611,3925
4729,vegoran 500 fw,3588
4730,actril-p,3784
4731,oxitril-p,3783
4732,antifouling seaconomy 300,3902
4733,antifouling seamate hb 33,3905
4734,faneron 50 slampulver,2782
4735,hempel's antifouling olympic hi 766,3900
4736,stam f-34 a,2110
4737,velpar l,3529
4738,printop 500 fw,3497
4739,igran 500 fw,3573
4740,gori byggsanering,3559
4741,tecto flytande,3282
4742,bavistin,3128
4743,delsene 50 df,3673
4744,rentokil k 33,3051
4745,kemwood k 33 typ c flytande,3637
4746,pro medica mot mygg,3712
4747,penncozeb pva,3736
4748,stomoxin öronmärken,3682
4749,vape mat,3873
4750,dezäta granulat,3789
4751,fungiman,2440
4752,penncozeb granulat,3827
4753,rhône-poulenc maneb pva,3039
4754,trimangol granulat,3872
4755,ambush 50 ec,3803
4756,ipitox 500 ec,3597
4757,cuprinol träskydd brun 5034,3679
4758,kemifam,3791
4759,vitavax 75 w,2771
4760,casco lasyrfärg cuprinol,2720
4761,casco rödfärg cuprinol,2724
4762,casco träfärg cuprinol,2719
4763,casco utebets cuprinol,2723
4764,cuprinol träskydd färglös 5031,3375
4765,cuprinol träskydd grön 5030,3374
4766,zonolin träolja färglös 5003,2949
4767,osmose k33 typ c,3852
4768,boroxyd,3504
4769,piror slimicide p-15,3121
4770,roundup 2000,3738
4771,kemwood k 33,3449
4772,kemwood k 33 typ c,3586
4773,gardoprim 5 g,3570
4774,weibulls pyrex insektsspray n,3835
4775,pronto,3725
4776,omite,2871
4777,propineb bayer 70 wg,3825
4778,betanal tandem,3821
4779,plantect,3325
4780,us 622/sterminio,3624
4781,goliath,3793
4782,dimecron 50,2286
4783,improsol 1,2710
4784,baysol blomspray,2731
4785,kathon wte,3401
4786,roxion s,2284
4787,croneton 100 ew,3732
4788,basudin 10 g,3620
4789,basudin 25 ec,3619
4790,celcure m,3323
4791,celcure o,3322
4792,daracide 855,3631
4793,sumithion na 50 e,2026
4794,tanalith cc,3204
4795,tanalith k33,3456
4796,cymbush 10 ec,3678
4797,cymbush dg,3569
4798,rodentin kornbete,3315
4799,stomp,3565
4800,gori vac tl 85,3140
4801,karmex 80 df,3808
4802,tramat,3354
4803,vacground aa 150,3348
4804,vindu träskydd aa-155,3641
4805,bolfo ohyreschampo,3023
4806,bolfo spray,2809
4807,kreosote h.g.d.,3590
4808,pyrex,2715
4809,pyrex insektsspray,2664
4810,weibulls pyrex insektsspray,3450
4811,bravo 500 f,3512
4812,sowasil-b,2790
4813,sprout nip groddstopp,3606
4814,gori grön koppar,3283
4815,"pinotex base, grön koppar",3231
4816,ficsan,3645
4817,pinotex classic,3515
4818,pinotex extra,3521
4819,pw blåskydd,3731
4820,betanal,2415
4821,ronilan rökgenerator,3662
4822,substral bladlusspray,2041
4823,express 75 df,3801
4824,ramrod wp,2503
4825,radar insektsspray n,3463
4826,marvel,3737
4827,kumulan,3566
4828,bayfidan,3639
4829,kelthane ec,3142
4830,meothrin 5 ec,3763
4831,sumialpha garden,3796
4832,sibutol fs,3628
4833,bravo 75 wp,3338
4834,herbavex plus,2452
4835,no sekt,3511
4836,panoctine 25,3557
4837,panolil 60,3584
4838,syllit,2640
4839,syllit sc,3775
4840,thiovit,2396
4841,ute-spira,3790
4842,perfect,3333
4843,linuron 4 l,3780
4844,pinotex base,3535
4845,pyramin fl,3406
4846,sadolin industrilasyr,3419
4847,sadolin sadovac 561,3266
4848,sadovac 2365,3555
4849,lontrel kombi,3420
4850,lontryx,3634
4851,reducymol,3495
4852,starane m,3762
4853,starane mixer,3761
4854,treflan,2772
4855,trinulan,3434
4856,vydate 10 g,3568
4857,temik 10 granulat,3115
4858,basf ccc 460,3554
4859,basf ccc 750,3553
4860,aaterra,2986
4861,actril s,3397
4862,afalon,2400
4863,afugan,3013
4864,ambush,3424
4865,ambush 25 wp,3677
4866,amiben-salt,3474
4867,asepta curbiset,3488
4868,avenge sp,3393
4869,badilin rosensprutmedel,2702
4870,"basf 2,4-d 500",3500
4871,basf diprop mcpa 600,3502
4872,calixin,2786
4873,certrol tetra,2895
4874,certrol-trippel,2139
